strategy,query_id,difficulty,query,gold_answer,Accuracy@1,Recall@5,Recall@10,MRR,Latency_s,generated_answer,retrieved_top_chunk,hyde_hypothetical
Sparse (BM25),Q11,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,0,1,1,0.2,1.55,The Advanced Machine Learning lecture has a workload of 2 hours per week.,existing haptic applications and research in that field with many examples. |  | Motivation and application of haptic systems |  | Haptic perception |  | The role of the user in direct system interaction |  | Development of haptic systems |  | Identification of requirements |  | System-structure and control |  | Kinematic fundamentals |  | Actuation & Sensors technology for haptic applications |  | Control and system-design aspects |  | Fundamental considerations in simulating haptics |  | Liter,N/A
Sparse (BM25),Q12,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1,1,1.0,5.56,"In the Data Science program at TUHH, the main difference between Core Qualification and Elective modules lies in their focus and requirements. |  | Core Qualification (66 CP) modules are compulsory and cover a broad range of topics related to data science, such as advanced machine learning, linear models and regression, big data, information geometry, and more. These modules provide a solid foundation for students to develop skills in data analysis, modeling, and interpretation. |  | Elective modules, on the other hand, offer additional specialization options within the Data Science program. Students can choose from three specializations: Specialization I (Data Science & Mathematics), Specialization II (Computer Science), or Specialization III (Applications). These elective modules allow students to delve deeper into specific areas of interest and develop a more specialized knowledge in data science. |  | In summary, Core Qualification modules provide the foundation for data science skills, while Elective modules offer additional specialization options that can enhance students' expertise in specific areas.","Core Qualification (66 CP in total) |  | The core qualification contains the compulsory modules (each 6 CP): |  |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules ",N/A
Sparse (BM25),Q13,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,0,0,0,0.0,6.22,"To determine the total number of credit points required to complete the Master's program ""Materials Science and Engineering"" at TUHH, we need to look at the specific requirements for each module. |  | The core qualification consists of 66 credit points over three semesters. The specialization construction materials requires 24 credits in the first semester, followed by 24 credits in the second and third semesters. |  | Additionally, students must complete a master thesis in the fourth semester, which is worth 30 credit points. |  | Considering these requirements, let's break down the total number of credit points needed: |  | - Core qualification: 66 credit points | - Specialization construction materials (first semester): 24 credits | - Specialization construction materials (second and third semesters): 24 credits | - Master thesis: 30 credit points |  | Total required credit points = 66 + 24 + 24 + 30 = 154 credit points. |  | Therefore, to complete the Master's program ""Materials Science and Engineering"" at TUHH, you would need a minimum of 154 credit points.","Program structure |  | The curriculum of the master's program ""Materials Science and Engineering"" is structured as follows: |  | Core qualiﬁcation: 1.-3. Semester, a total of 66 credit points. In the core qualiﬁcation, the modules ""Non-technical supplementary courses in the Master"" | and ""Operation & Management"" are also anchored with six credit points each. |  | Specialization: The students choose one of the three topics listed below, with the respective specializations during the 1st-3rd. Seme",N/A
Sparse (BM25),Q14,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,0,0,0,0.0,4.11,"Based on your interests in mathematics and programming, I would recommend studying the Master's program in Data Science at Technical University Hamburg (TUHH). This program covers advanced topics in data science, including nonlinear continuum mechanics, which aligns with your interest in understanding complex systems. The program also includes courses on mathematical modeling, computational methods, and data analysis, which are relevant to both mathematics and programming. |  | Additionally, the Master's program in Data Science at TUHH is a highly interdisciplinary field that combines concepts from engineering, physics, and computer science, making it an excellent fit for students with interests in mathematics and programming.","Admission Requirements None |  | Typ |  | Lecture |  | Recitation Section (small) |  | Hrs/wk |  | 2 |  | 2 |  | CP |  | 3 |  | 3 |  | Recommended Previous |  | Basics  of  mechanics  as  taught,  e.g.,  in  the  modules  Engineering  Mechanics  I  and  Engineering  Mechanics  II  at  TUHH  (forces  and |  | Knowledge |  | moments, stress, linear strain, free-body principle, linear-elastic constitutive laws, strain energy); basics of mathematics as taught, |  | e.g., in the modules Mathematics I",N/A
Sparse (BM25),Q15,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",0,0,0,0.0,2.67,"The module ""Advanced Machine Learning"" (L2322) at TUHH covers the fundamentals of machine learning, including deep learning for natural language processing (NLP) and graphs. This course introduces the necessary skills to design, implement, and understand modern deep learning algorithms using Python and the PyTorch framework.","2 |  | 2 |  | CP |  | 3 |  | 3 |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Competence |  | Knowledge Students are able to name, state and classify state-of-the-art neural networks and their corresponding mathematical basics. They |  | can assess the difficulties of different neural networks. |  | Skills Students are able to implement, understand, and, tailored to the field of application, apply neural networks",N/A
Sparse (BM25),Q16,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0,0,0.0,4.35,"Based on the provided context, I would recommend taking Module L3008: Machine Learning Applications in Electric Power Systems. |  | This module covers supervised learning applications, including channel coding and modulation detection, which are relevant to Generative Adversarial Networks (GANs). GANs are a type of deep learning model that can be used for generative tasks such as image synthesis or data augmentation. In the context of electric power systems, GANs could potentially be used to generate realistic models of channels and signals, allowing for more accurate modeling and analysis. |  | Additionally, Module L3008 covers topics related to nonlinear continuum mechanics, which is a fundamental field that underlies many aspects of GANs, including their ability to learn complex patterns in data.","Tanner graph with trainable weights |  | Hands-on session |  | Supervised Learning Application - Modulation Detection |  | Recap wireless modulation schemes |  | Convolutional neuronal networks for blind detection of modulation schemes |  | Hands-on session |  | Autoencoder Application - Constellation Shaping I |  | Recap channel capacity and constellation shaping, |  | Capacity achieving machine learning systems |  | Information theoretical explanation of the autoencoder training |  | Hands-on ",N/A
Sparse (BM25),Q17,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",0,0,0,0.0,8.14,"Based on your interest in developing embedded AI systems and exploring their real-world challenges, I would recommend focusing on the Master's program in Data Science at Technical University Hamburg (TUHH). This program covers topics such as machine learning, neural networks, and computer programming, which are essential for working in AI research. |  | The Master's program in Data Science is a great fit for you because it provides hands-on experimentation and analysis experiences that reinforce your understanding of concepts and their application to real-world problems. Additionally, the program has a strong focus on developing skills such as data analysis, data measurement, curation, and presentation, which are crucial for working in AI research. |  | The Data Science program at TUHH also offers opportunities to explore various areas related to embedded AI systems, including Internet of Things (IoT) and wireless networks. You will have the chance to work on projects that involve developing and analyzing data from IoT devices, which is a key aspect of AI research. |  | Furthermore, the Master's program in Data Science at TUHH has a strong focus on business applications, which means you can expect to learn about how to apply machine learning and AI tools for decision-making and strategic planning. This will be particularly relevant if you want to work in industries such as Google, Uber, Zalando, McKinsey, or Spotify. |  | Overall, the Master's program in Data Science at TUHH is an excellent choice for someone interested in developing embedded AI systems and exploring their real-world challenges.","developing embedded AI systems & applications and exploring their real-world challenges. This course oﬀers learning experiences |  | that involve hands-on experimentation and analysis as they reinforce student understanding of concepts and their application to |  | real-world  problems.  Overall,  this  course  provides  the  students  the  ability  to  understand  fundamental  issues  in  the  design  of |  | methods for embedded AI systems and applications. |  | Additional prerequisites: |  | ",N/A
Sparse (BM25),Q18,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,0,0,0,0.0,3.29,"Yes, the ""Master in Data Science"" covers Design Thinking methodologies such as Simplicity, Appreciative Inquiry, Lean start-up, Business Model Canvas, Value Proposition Design, and Agile design methods. |  | In particular, the module ""Design Thinking"" is mentioned as one of the didactical concepts that will be covered during the practice phase. This suggests that teamwork and collaboration are expected to play a significant role in this module.","falsified assumptions. |  | Diﬀerent  design  methodologies  will  be  explained  and  set  in  context:  Design  Thinking,  Scrum,  Kanban,  Simplicity,  Appreciative |  | Inquiry, Lean start-up, Business Model Canvas, Value Proposition Design. The didactical concept of the practice phase is problem- |  | based learning. Therefore the methodological training will focus on design thinking applied to a real-world problem. In an iterative |  | manner, the student teams go through all Design Thinki",N/A
Sparse (BM25),Q19,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",0,0,0,0.0,5.49,"As you have a physics background, you may find the Data Science program at TUHH interesting due to its strong focus on mathematical modeling and computational methods. The program covers topics like machine learning, data analysis, and statistical inference, which are all relevant to your physics background. |  | Additionally, the Data Science program has a strong emphasis on programming skills, particularly in languages like Python, R, or Julia, which are commonly used in scientific computing and data analysis. Your physics background will likely serve you well in these areas. |  | However, it's worth noting that the Data Science program is not primarily focused on engineering or physical sciences. The curriculum includes courses on environmental engineering, computer science, and mathematics, which may be of interest to you if you're interested in applying your physics knowledge to real-world problems. |  | Overall, I would recommend considering the Data Science program at TUHH if you're interested in combining your physics background with a strong foundation in mathematical modeling and computational methods.",Master of Science (M.Sc.) | Data Science |  | Cohort: Winter Term 2025 |  | Updated: 11th December 2025 |  |  |  | Table of Contents |  | Table of Contents | Program description | Core Qualification |  | Module M0523: Business & Management | Module M1552: Advanced Machine Learning | Module M0524: Non-technical Courses for Master | Module M2071: Linear Models and Regression | Module M1871: Big Data | Module M2072: Information Geometry | Module M1563: Research Project Computer Science | Module M18,N/A
Sparse (BM25),Q20,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,0,0,0,0.0,2.9,"Based on the provided context, the following modules at TUHH involve Python programming: |  | 1. Master in Data Science (covers foundational and advanced concepts of Reinforcement Learning) | 2. Virtual agents in simulated 2d- or 3d environments (as mentioned in the module handbook) |  | These two modules require knowledge of Python programming as a prerequisite for participation.","Content How  can  robotic  and  artiﬁcial  agents  learn  to  act  appropriately  in  their  environment?  This  course  conveys  foundational  and |  | advanced concepts of Reinforcement Learning to address this question. The core concepts will be taught in a lecture. In addition, |  | there  will  be  a  strong  focus  on  practical  project  work  in  the  seminar  part  of  this  course.  The  practical  applications  will  involve |  | virtual agents in simulated 2d- or 3d environments. |  ",N/A
Sparse (BM25),Q21,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,0,0,0,0.0,2.11,"The Advanced Machine Learning course is taught in English, as indicated by the ""Language EN"" requirement and the fact that it has a lecture with a lecturer who teaches in English (Prof. Maximilian Kiener).",existing haptic applications and research in that field with many examples. |  | Motivation and application of haptic systems |  | Haptic perception |  | The role of the user in direct system interaction |  | Development of haptic systems |  | Identification of requirements |  | System-structure and control |  | Kinematic fundamentals |  | Actuation & Sensors technology for haptic applications |  | Control and system-design aspects |  | Fundamental considerations in simulating haptics |  | Liter,N/A
Sparse (BM25),Q22,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1,1,1.0,1.84,"The Master of Science (M.Sc.) in Data Science, which covers ""Materials Science and Engineering"", consists of two and a half semesters. This is equivalent to approximately 12-13 months.",The program is organized as a two-year program (four semesters) and begins each year in October. It consists of two and a half semesters of lectures | and  lab  courses  and  one  and  a  half  semesters  devoted  to  working  in  a  research  team  (project  work)  and  writing  the  master's  thesis.  The  curriculum | oﬀers a lot of freedom to set your own focus in the ﬁeld of data science. The academic degree of Master of Science is awarded. The language of study is | English.,N/A
Sparse (BM25),Q23,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,0,1,1,0.25,6.32,"Based on the provided context, I don't have enough information about the specific program or module you're referring to. However, I can provide some general guidance. |  | The Master in Data Science covers advanced topics in data science and mathematics, including computational modeling of ice-structure interaction processes. If you're interested in pursuing a career in this field, it's likely that your admission requirements will include: |  | * A strong foundation in mathematics, statistics, and computer science | * Proficiency in programming languages such as Python or R | * Experience with data analysis and visualization tools | * Knowledge of ice engineering principles and concepts |  | To determine the specific admission requirements for the Data Science master at TUHH, I recommend checking the official website of the university or contacting their admissions office directly. They can provide you with detailed information about the program's curriculum, admission criteria, and any additional requirements. |  | Additionally, if you're interested in pursuing a career in ice engineering, it might be worth exploring other programs that offer related fields such as mechanical engineering, civil engineering, or environmental science. These programs may have different admission requirements, but they can provide valuable insights into the field of ice engineering and its applications.","effective marketing strategies. |  | Content: |  | What are the unique challenges in marketing innovative products and services? |  | How can companies effectively gather and utilize information about future customer needs? |  | What strategies ensure that new products and services are customer-oriented from conception to market launch? |  | How can innovative products be priced, promoted, and sold effectively in competitive markets? |  | What You Will Learn and Get: |  | In this course, student",N/A
Sparse (BM25),Q24,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,1,1,1.0,4.44,"Based on the provided context, I recommend the following literature for the Advanced Machine Learning module: |  | - ""Machine Learning I and II"" by U. Killat (as mentioned in the Literature section of the M.Sc. ""Information and Communication Systems"" module) | - Additional recommended knowledge and prerequisites include: |   - Lectures at TUHH: Machine Learning I and II |   - Programming Paradigms |   - Python programming, including libraries for neural networks, deep learning and data visualization (e.g. wandb) |  | This recommendation aligns with the course objectives of the Advanced Machine Learning module, which covers foundations of reinforcement learning, image processing, localization, and computational modeling of ice-structure interaction processes.","Language EN |  | Cycle WiSe |  | Content Accompanying exercise for the traffic engineering course |  | Literature Literatur: |  | U. Killat, Entwurf und Analyse von Kommunikationsnetzen, Springer |  | Weitere Literatur wird in der Lehrveranstaltung bekanntgegeben / Literature: |  | U. Killat, Entwurf und Analyse von Kommunikationsnetzen, Springer |  | further literature announced in the lecture |  |  | Module Manual M.Sc. ""Information and Communication | Systems"" |  | Focus Software and Signal P",N/A
Sparse (BM25),Q25,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1,1,1.0,6.05,"Based on the provided context, it appears that there are two distinct programs within the Technical University of Hamburg (TUHH) that offer a combination of data science and computer science courses. The main differences between these programs are: |  | 1. **Data Science Specialisation I**: This program focuses on data science and mathematics as its core components, with optional electives in other areas such as special focus areas or engineering disciplines. | 2. **Computer Science: Specialisation III. Mathematics**: This program is a computer science course that covers mathematical concepts, including programming languages, algorithms, and data structures. |  | The key differences between the two programs are: |  | * Data Science Specialisation I focuses on data science and mathematics, while Computer Science: Specialisation III. Mathematics focuses on mathematical concepts in computer science. | * The first program has an optional elective in special focus areas or engineering disciplines, whereas the second program does not have any additional electives. |  | It's worth noting that both programs aim to equip students with a strong foundation in data science and programming skills, as well as knowledge of mathematical concepts.","work together in heterogeneously composed teams (i.e., teams from diﬀerent study programs and background knowledge), |  | explain theoretical foundations and support each other with practical aspects regarding the implementation of algorithms. |  | Autonomy Students are capable |  | to assess whether the supporting theoretical and practical excercises are better solved individually or in a team, |  | to assess their individual progess and, if necessary, to ask questions and seek help. |  | Workl",N/A
Sparse (BM25),Q26,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",0,1,1,0.5,1.85,The Advanced Machine Learning module is offered by two programs at TUHH: |  | 1. Master in Data Science | 2. Master in Environmental Engineering,"The  International  Master’s  Program  “Chemical  and  Bioprocess  Engineering”  at  TUHH  prepares  graduates  for  challenging  engineering  jobs  in  process | engineering and biotechnology, as well as for independent work in research. The main course topics of the Master’s program are a logical continuation | of the core subjects of corresponding Bachelor’s programs (e.g. process engineering, bioprocess engineering, energy and environmental engineering). | In this regard, it makes no diﬀeren",N/A
Sparse (BM25),Q27,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",0,0,0,0.0,2.94,"Based on the provided context, I can recommend the Master's program ""Chemical and Bioprocess Engineering"" at TUHH as it aligns with your interests in environmental engineering. This program focuses on current developments in environmental technology, providing a solid grounding in scientific and economic foundations. |  | Additionally, the International Master Program in Environmental Engineering at Hamburg University of Technology (TUHH) also covers topics related to machine learning, such as Reinforcement Learning, which is essential for addressing questions like ""How can robotic and artificial agents learn to act appropriately in their environment?""","The  International  Master’s  Program  “Chemical  and  Bioprocess  Engineering”  at  TUHH  prepares  graduates  for  challenging  engineering  jobs  in  process | engineering and biotechnology, as well as for independent work in research. The main course topics of the Master’s program are a logical continuation | of the core subjects of corresponding Bachelor’s programs (e.g. process engineering, bioprocess engineering, energy and environmental engineering). | In this regard, it makes no diﬀeren",N/A
Sparse (BM25),Q28,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,0,1,1,0.5,6.09,"After completing the Master in Data Science at TUHH, you will develop a comprehensive understanding of data science tools and algorithms, as well as theoretical and practical applications for business problems. You will also acquire skills in applying causal thinking to explore both theoretical and practical business decisions. |  | Specifically, you will learn about: |  | * Central theoretical concepts behind causal data science tools and algorithms | * Theoretical and practical role of causal inference for data-driven business problems in strategic decisions |  | You will also develop skills in: |  | * Developing framework and strategies for fostering creativity and innovation | * Assessing the technology capabilities of a business | * Analyzing the problems related to creativity, innovation, and technology management |  | Additionally, you will gain skills in developing innovative solutions, assessing feasibility, and working independently. You will also familiarize yourself with the system approach to innovation and develop language and concepts related to national and regional determinants of innovation. |  | I recommend this program because it aligns with your interests in data science and business decision-making, and provides a comprehensive education in both theoretical and practical aspects of causal data science tools and algorithms.","Courses |  | Title |  | Causal Data Science for Decision Making in Business (AAU) (L3027) |  | Module Responsible NN |  | Admission Requirements None |  | Recommended Previous |  | none |  | Knowledge |  | Typ |  | Lecture |  | Hrs/wk |  | 5 |  | CP |  | 5 |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Competence |  | Knowledge LEARNING OBJECTIVES KNOWLEDGE |  | The objective is that the student after the module ",N/A
Sparse (BM25),Q29,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,0,0,0,0.0,6.25,"Based on the provided context from the TUHH Module Handbook, I would recommend exploring the Master in Data Science program at TUHH. This program covers topics such as low-power wireless networking and operation under strong resource constraints, which aligns with your interest in combining engineering with advanced mathematics. |  | The Master in Data Science is a interdisciplinary program that combines data science, computer science, and engineering to develop innovative solutions for complex problems. By studying this program, you will gain a deep understanding of the design principles and mechanisms underlying IoT systems and applications, as well as learn how to apply mathematical concepts such as cryptography to solve security problems. |  | The program's focus on low-power wireless networking and resource constraints makes it an excellent fit for your interests in combining engineering with advanced mathematics. Additionally, the Master in Data Science is a highly respected program that offers valuable skills and knowledge in data science, machine learning, and computer vision, which can be applied to various fields beyond IoT systems. |  | I recommend exploring the Master in Data Science program further by checking out the course descriptions, curriculum, and faculty expertise on the TUHH website.","particular, the system's ability for low-power wireless networking and operation under strong resource constraints. |  | Contents: |  | Aim:  What  is  the  Internet  of  Things  and  its  applications?  How  can  we  build  reliable  and  resource  eﬃcient  IoT  systems  and |  | applications?  How  do  its  devices  in  the  Internet  of  Things  communicate?  How  do  wireless  networks  work?  These  are  a  few |  | questions that this course addresses. The goal of the courses is to underst",N/A
Sparse (BM25),Q30,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,0,1,1,0.5,3.34,"According to the provided context, no, there are not any modules that are compulsory across multiple TUHH master programs. Each specialization covers 42 CP in the compulsory modules and 24 CP in the mandatory electives, which contain an open module and a project work with 6 CP each. |  | Additionally, the core qualification contains only one compulsory module, ""Module Manual M.Sc. 'Data Science'"", which is not mentioned as being part of any other specialization.","The  core  qualiﬁcation  contains  a  module  ""Finite  Elements  Methods""  as  well  as  a  module  “Sustainability  and  Risk  Management”  in  the  1st  term.  In | addition  an  open  module  during  the  1st,  2nd  or  3rd  term  from  the  ﬁeld  “Business  and  Management”  as  well  as  a  module  from  the  “Non-technical | Courses  for  Master”  are  incorporated.  The  lectures  of  these  open  modules  are  selected  from  catalogs  that  are  independend  from  the  speciﬁc  master |",N/A
