strategy,query_id,difficulty,query,gold_answer,Accuracy@1,Recall@5,Recall@10,MRR,Latency_s,generated_answer,retrieved_top_chunk,hyde_hypothetical
Sparse (BM25),Q11,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,0,1,1,0.2,4.22,The Advanced Machine Learning lecture (L2322) has a workload of 2 hours per week.,existing haptic applications and research in that field with many examples. |  | Motivation and application of haptic systems |  | Haptic perception |  | The role of the user in direct system interaction |  | Development of haptic systems |  | Identification of requirements |  | System-structure and control |  | Kinematic fundamentals |  | Actuation & Sensors technology for haptic applications |  | Control and system-design aspects |  | Fundamental considerations in simulating haptics |  | Liter,N/A
Sparse (BM25),Q12,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1,1,1.0,5.38,"In the Master's program in Data Science, the Core Qualification consists of a total of 66 credit points (CP) and contains both compulsory and elective modules. |  | The compulsory modules are: |  | * Advanced Machine Learning | * Linear Models and Regression | * Big Data | * Information Geometry | * Advanced Ethics","Core Qualification (66 CP in total) |  | The core qualification contains the compulsory modules (each 6 CP): |  |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules ",N/A
Sparse (BM25),Q13,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,0,0,0,0.0,5.55,"The Master's program ""Data Science"" requires a total of 120 credit points. |  | This program seems to match your interests in data analysis, machine learning, and artificial intelligence. The specialization IV focuses on special focus areas, which allows you to tailor your studies to specific topics that align with your career goals","Program structure |  | The curriculum of the master's program ""Materials Science and Engineering"" is structured as follows: |  | Core qualiﬁcation: 1.-3. Semester, a total of 66 credit points. In the core qualiﬁcation, the modules ""Non-technical supplementary courses in the Master"" | and ""Operation & Management"" are also anchored with six credit points each. |  | Specialization: The students choose one of the three topics listed below, with the respective specializations during the 1st-3rd. Seme",N/A
Sparse (BM25),Q14,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,0,0,0,0.0,5.66,"Based on your interests in mathematics and programming, I would recommend studying the Master's program in Data Science at TUHH. |  | The Data Science program covers a wide range of topics, including mathematical modeling, data analysis, machine learning, and programming. It is designed to equip students with the skills needed to extract","Admission Requirements None |  | Typ |  | Lecture |  | Recitation Section (small) |  | Hrs/wk |  | 2 |  | 2 |  | CP |  | 3 |  | 3 |  | Recommended Previous |  | Basics  of  mechanics  as  taught,  e.g.,  in  the  modules  Engineering  Mechanics  I  and  Engineering  Mechanics  II  at  TUHH  (forces  and |  | Knowledge |  | moments, stress, linear strain, free-body principle, linear-elastic constitutive laws, strain energy); basics of mathematics as taught, |  | e.g., in the modules Mathematics I",N/A
Sparse (BM25),Q15,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",0,0,0,0.0,5.7,"The Advanced Machine Learning (L2322) course covers the fundamentals and current state of machine learning for natural language processing (NLP) and graphs, with a particular emphasis on key advancements in deep learning architectures. This course is likely to match your interests in deep learning and neural networks. |  | Additionally, you","2 |  | 2 |  | CP |  | 3 |  | 3 |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Competence |  | Knowledge Students are able to name, state and classify state-of-the-art neural networks and their corresponding mathematical basics. They |  | can assess the difficulties of different neural networks. |  | Skills Students are able to implement, understand, and, tailored to the field of application, apply neural networks",N/A
Sparse (BM25),Q16,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0,0,0.0,5.29,"To gain a deeper understanding of Generative Adversarial Networks (GANs), I would recommend taking the ""Representation Learning and Generative Models"" module (Hands-On Session). This module covers various generative models, including GANs, which are used for tasks such as channel modelling in electric power","Tanner graph with trainable weights |  | Hands-on session |  | Supervised Learning Application - Modulation Detection |  | Recap wireless modulation schemes |  | Convolutional neuronal networks for blind detection of modulation schemes |  | Hands-on session |  | Autoencoder Application - Constellation Shaping I |  | Recap channel capacity and constellation shaping, |  | Capacity achieving machine learning systems |  | Information theoretical explanation of the autoencoder training |  | Hands-on ",N/A
Sparse (BM25),Q17,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",0,0,0,0.0,5.84,"Based on your interest in developing embedded AI systems & applications, I would recommend focusing on the Master's program in ""Machine Learning and Data Science"" or possibly the ""Master's program in Computer Science with a specialization in Artificial Intelligence"". |  | The Machine Learning and Data Science program covers topics such as machine learning,","developing embedded AI systems & applications and exploring their real-world challenges. This course oﬀers learning experiences |  | that involve hands-on experimentation and analysis as they reinforce student understanding of concepts and their application to |  | real-world  problems.  Overall,  this  course  provides  the  students  the  ability  to  understand  fundamental  issues  in  the  design  of |  | methods for embedded AI systems and applications. |  | Additional prerequisites: |  | ",N/A
Sparse (BM25),Q18,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,0,0,0,0.0,5.78,"The Master's program in Global Time Management (G-TIME) at TUHH is a great fit for you, as it emphasizes collaboration and teamwork. The program structure includes a minimum of 240 hours of valuable work experience while studying, where students will work on a specific project related to the master programme","falsified assumptions. |  | Diﬀerent  design  methodologies  will  be  explained  and  set  in  context:  Design  Thinking,  Scrum,  Kanban,  Simplicity,  Appreciative |  | Inquiry, Lean start-up, Business Model Canvas, Value Proposition Design. The didactical concept of the practice phase is problem- |  | based learning. Therefore the methodological training will focus on design thinking applied to a real-world problem. In an iterative |  | manner, the student teams go through all Design Thinki",N/A
Sparse (BM25),Q19,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",0,0,0,0.0,5.36,"Based on the provided context, I don't have enough information about that in the provided documents. The question is related to the Master of Science (M.Sc.) Data Science program and whether someone with a physics background can apply for it. However, there is no direct answer or information about this in the",Master of Science (M.Sc.) | Data Science |  | Cohort: Winter Term 2025 |  | Updated: 11th December 2025 |  |  |  | Table of Contents |  | Table of Contents | Program description | Core Qualification |  | Module M0523: Business & Management | Module M1552: Advanced Machine Learning | Module M0524: Non-technical Courses for Master | Module M2071: Linear Models and Regression | Module M1871: Big Data | Module M2072: Information Geometry | Module M1563: Research Project Computer Science | Module M18,N/A
Sparse (BM25),Q20,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,0,0,0,0.0,5.79,"Based on the provided context, I can tell you that there are several modules that involve Python programming at TUHH. |  | One module is CP 3 (Workload in Hours), which involves a strong focus on practical project work and requires knowledge of Python programming. Additionally, the course ""Internet Things and Wireless","Content How  can  robotic  and  artiﬁcial  agents  learn  to  act  appropriately  in  their  environment?  This  course  conveys  foundational  and |  | advanced concepts of Reinforcement Learning to address this question. The core concepts will be taught in a lecture. In addition, |  | there  will  be  a  strong  focus  on  practical  project  work  in  the  seminar  part  of  this  course.  The  practical  applications  will  involve |  | virtual agents in simulated 2d- or 3d environments. |  ",N/A
Sparse (BM25),Q21,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,0,0,0,0.0,4.05,The Advanced Machine Learning course is taught in English.,existing haptic applications and research in that field with many examples. |  | Motivation and application of haptic systems |  | Haptic perception |  | The role of the user in direct system interaction |  | Development of haptic systems |  | Identification of requirements |  | System-structure and control |  | Kinematic fundamentals |  | Actuation & Sensors technology for haptic applications |  | Control and system-design aspects |  | Fundamental considerations in simulating haptics |  | Liter,N/A
Sparse (BM25),Q22,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1,1,1.0,3.77,"I don't have enough information about that in the provided documents. The context only mentions a Master's program in Data Science, but it does not provide details on its duration.",The program is organized as a two-year program (four semesters) and begins each year in October. It consists of two and a half semesters of lectures | and  lab  courses  and  one  and  a  half  semesters  devoted  to  working  in  a  research  team  (project  work)  and  writing  the  master's  thesis.  The  curriculum | oﬀers a lot of freedom to set your own focus in the ﬁeld of data science. The academic degree of Master of Science is awarded. The language of study is | English.,N/A
Sparse (BM25),Q23,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,0,1,1,0.25,4.67,"I don't have enough information about that in the provided documents. The context is related to the Module Handbook of TUHH, specifically about Ship and Offshore Technology, but it does not mention the Data Science master program or its admission requirements.","effective marketing strategies. |  | Content: |  | What are the unique challenges in marketing innovative products and services? |  | How can companies effectively gather and utilize information about future customer needs? |  | What strategies ensure that new products and services are customer-oriented from conception to market launch? |  | How can innovative products be priced, promoted, and sold effectively in competitive markets? |  | What You Will Learn and Get: |  | In this course, student",N/A
Sparse (BM25),Q24,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,1,1,1.0,5.51,"For the Advanced Machine Learning module, the recommended literature includes: |  | - U. Killat, Entwurf und Analyse von Kommunikationsnetzen, Springer | - Further literature will be announced in the lecture. |  | Additionally, it's worth noting that Python programming, including libraries for neural networks, deep","Language EN |  | Cycle WiSe |  | Content Accompanying exercise for the traffic engineering course |  | Literature Literatur: |  | U. Killat, Entwurf und Analyse von Kommunikationsnetzen, Springer |  | Weitere Literatur wird in der Lehrveranstaltung bekanntgegeben / Literature: |  | U. Killat, Entwurf und Analyse von Kommunikationsnetzen, Springer |  | further literature announced in the lecture |  |  | Module Manual M.Sc. ""Information and Communication | Systems"" |  | Focus Software and Signal P",N/A
Sparse (BM25),Q25,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1,1,1.0,5.43,"At TUHH, the main difference between the Data Science and Computer Science programs lies in their focus. |  | The Data Science program (Specialisation I) focuses on data science & mathematics, with an emphasis on explaining theoretical foundations and supporting each other with practical aspects regarding the implementation of algorithms. This suggests that the","work together in heterogeneously composed teams (i.e., teams from diﬀerent study programs and background knowledge), |  | explain theoretical foundations and support each other with practical aspects regarding the implementation of algorithms. |  | Autonomy Students are capable |  | to assess whether the supporting theoretical and practical excercises are better solved individually or in a team, |  | to assess their individual progess and, if necessary, to ask questions and seek help. |  | Workl",N/A
Sparse (BM25),Q26,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",0,1,1,0.5,5.56,"The Master's program in ""Computer Science"" shares the Advanced Machine Learning module with the International Master’s Program “Chemical  and  Bioprocess  Engineering” and the Master's program in ""Information and Communication Systems"".  |  | These programs match your interests because they all cover topics related to machine learning","The  International  Master’s  Program  “Chemical  and  Bioprocess  Engineering”  at  TUHH  prepares  graduates  for  challenging  engineering  jobs  in  process | engineering and biotechnology, as well as for independent work in research. The main course topics of the Master’s program are a logical continuation | of the core subjects of corresponding Bachelor’s programs (e.g. process engineering, bioprocess engineering, energy and environmental engineering). | In this regard, it makes no diﬀeren",N/A
Sparse (BM25),Q27,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",0,0,0,0.0,3.65,"Based on the provided context, I can answer your question. |  | The International Master's Program ""Chemical and Bioprocess Engineering"" at TUHH does not explicitly mention machine learning as a specific area of focus. However, it is mentioned that students are expected to have taken a course on machine learning and","The  International  Master’s  Program  “Chemical  and  Bioprocess  Engineering”  at  TUHH  prepares  graduates  for  challenging  engineering  jobs  in  process | engineering and biotechnology, as well as for independent work in research. The main course topics of the Master’s program are a logical continuation | of the core subjects of corresponding Bachelor’s programs (e.g. process engineering, bioprocess engineering, energy and environmental engineering). | In this regard, it makes no diﬀeren",N/A
Sparse (BM25),Q28,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,0,1,1,0.5,4.66,"I don't have enough information about that in the provided documents. The context only provides details about two specific courses (Causal Data Science for Decision Making in Business and Marketing Innovative Products and Services), but not about the Master's program in Data Science itself.","Courses |  | Title |  | Causal Data Science for Decision Making in Business (AAU) (L3027) |  | Module Responsible NN |  | Admission Requirements None |  | Recommended Previous |  | none |  | Knowledge |  | Typ |  | Lecture |  | Hrs/wk |  | 5 |  | CP |  | 5 |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Competence |  | Knowledge LEARNING OBJECTIVES KNOWLEDGE |  | The objective is that the student after the module ",N/A
Sparse (BM25),Q29,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,0,0,0,0.0,5.49,"Based on the context provided, it seems that you're interested in combining engineering with advanced mathematics, particularly in the field of IoT systems and applications. |  | Considering your interests, I would recommend the Master's program in ""Global Technology and Innovation Management & Entrepreneurship"" at TUHH. This program covers various aspects","particular, the system's ability for low-power wireless networking and operation under strong resource constraints. |  | Contents: |  | Aim:  What  is  the  Internet  of  Things  and  its  applications?  How  can  we  build  reliable  and  resource  eﬃcient  IoT  systems  and |  | applications?  How  do  its  devices  in  the  Internet  of  Things  communicate?  How  do  wireless  networks  work?  These  are  a  few |  | questions that this course addresses. The goal of the courses is to underst",N/A
Sparse (BM25),Q30,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,0,1,1,0.5,6.0,"Yes, there are modules that are compulsory across multiple TUHH master programs. |  | For example, the module ""Sustainability and Risk Management"" is part of the core qualification in both the Master in Data Science and the Master in Civil Engineering. Additionally, the module ""Non-technical Courses for Master"" is","The  core  qualiﬁcation  contains  a  module  ""Finite  Elements  Methods""  as  well  as  a  module  “Sustainability  and  Risk  Management”  in  the  1st  term.  In | addition  an  open  module  during  the  1st,  2nd  or  3rd  term  from  the  ﬁeld  “Business  and  Management”  as  well  as  a  module  from  the  “Non-technical | Courses  for  Master”  are  incorporated.  The  lectures  of  these  open  modules  are  selected  from  catalogs  that  are  independend  from  the  speciﬁc  master |",N/A
Dense (Vector),Q01,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,1,1,1.0,5.69,"The module ""Advanced Machine Learning"" (M1552) is part of the Master's program in Computer Science and covers the topic of advanced machine learning, including state-of-the-art neural networks and their mathematical basics. Students will learn to implement, understand, and apply neural networks tailored to specific fields of","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q02,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,1,1,1.0,2.98,The Advanced Machine Learning module (M1552) is worth 3 credit points.,"Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q03,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,1,1,1.0,5.83,"The recommended previous knowledge for Advanced Machine Learning (M1552) is: |  | 1. Mathematics I-III | 2. Numerical Mathematics 1/ Numerics | 3. Programming skills, preferably in Python. |  | These prerequisites are mentioned under all three programs that offer the module M1552: Masters Comp","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q04,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,1,1,0.5,4.78,The Advanced Machine Learning module (M1552) is taught by Dr. Jens-Peter Zemke.,"Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q05,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1,1,1.0,4.3,The Advanced Machine Learning module uses a Lecture-Recitation format.,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q06,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0,0,0.0,5.36,"The Advanced Machine Learning lecture (L2987) covers sophisticated topics on integrating machine learning techniques with physical systems. Specifically, it focuses on advanced data management and transformer architectures, highlighting their suitability for complex physical systems. |  | This course seems to match your interests if you're looking to apply machine learning in the realm","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | This lecture is designed for those looking to understand and apply machine learning in the realm of physical systems, bridging the |  | gap between abstract algorithms and real-world physical phenomena. The lecture is offered fully in English. |  | Literature Relevante  Literatur  basiert  vor  allem  auf  wissenschaftlichen  Veröﬀentlichungen  (statt  Lehrbüchern),  die  jeweiligen  Referenzen |  | werden in der Vorlesu",N/A
Dense (Vector),Q07,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0,0,0.0,3.7,The Advanced Machine Learning (M1552) course is offered in the Winter Semester (WiSe).,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
