strategy,query_id,difficulty,query,gold_answer,Accuracy@1,Recall@5,Recall@10,MRR,Latency_s,generated_answer,retrieved_top_chunk,hyde_hypothetical
Sparse (BM25),Q11,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,0,0,0,0.0,1.96,The Advanced Machine Learning lecture has a duration of 2 hours per week.,"Core Qualification (66 CP in total) |  | The core qualification contains the compulsory modules (each 6 CP): |  |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning",N/A
Sparse (BM25),Q12,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1,1,1.0,3.09,"In the Master's program ""Data Science"", the Core Qualification consists of 6 compulsory modules, each worth 6 credit points, which provide a solid foundation for the field. These modules are: |  | 1. Advanced Machine Learning | 2. Linear Models and Regression | 3. Big Data | 4.","Core Qualification (66 CP in total) |  | The core qualification contains the compulsory modules (each 6 CP): |  |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning",N/A
Sparse (BM25),Q13,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,0,0,0,0.0,2.6,"I don't have enough information about that in the provided documents. The question is about the Data Science master, but there is no mention of it in the context.","Program structure |  | The curriculum of the master's program ""Materials Science and Engineering"" is structured as follows: |  | Core qualiﬁcation: 1.-3. Semester, a total of 66 credit points. In the core qualiﬁcation, the modules ""Non-technical supplementary courses in the Master"" | and ""Operation & Management"" are also anchored with six credit points each.",N/A
Sparse (BM25),Q14,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,0,0,0,0.0,3.72,"I don't have enough information about that in the provided documents. The context only mentions specific modules (Engineering Mechanics I and II, Mathematics I and II) and a Master's module on Information and Communication Systems (M2115: Advanced Seminar EIM I), but it doesn't provide any general guidance","Basics  of  mechanics  as  taught,  e.g.,  in  the  modules  Engineering  Mechanics  I  and  Engineering  Mechanics  II  at  TUHH  (forces  and |  | Knowledge |  | moments, stress, linear strain, free-body principle, linear-elastic constitutive laws, strain energy); basics of mathematics as taught, |  | e.g., in the modules Mathematics I and Mathematics II at TUHH |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Co",N/A
Sparse (BM25),Q15,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",0,0,0,0.0,3.36,"The Master in Data Science covers the fundamentals of deep learning, including applications of deep learning in edge/embedded devices, implementation and training of neural networks using a SOTA Python framework (e.g., Tensorflow), and deployment of SOTA neural networks on embedded devices. This module seems to be a good","Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Lennart Bamberg |  | Language EN |  | Cycle WiSe |  | Content • Fundamentals of deep learning |  | • Applications of deep learning in edge/embedded devices |  | • Implementation and training of neural networks using a SOTA Python framework (e.g., Tensorflow) |  | • Deployment of SOTA neural networks on embedded devices",N/A
Sparse (BM25),Q16,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0,0,0.0,3.48,"Based on the provided context, I would recommend taking the Module L3008: Machine Learning Applications in Electric Power Systems, specifically the lecture on ""Autoencoder and Generative Adversarial Networks"" (Module 8). |  | This module covers a broad range of topics related to machine learning, including autoenc","Autoencoder Application - Constellation Shaping I |  | Recap channel capacity and constellation shaping, |  | Capacity achieving machine learning systems |  | Information theoretical explanation of the autoencoder training |  | Hands-on session |  | Autoencoder Application - Constellation Shaping II |  | Training without a channel model |  | Mutual information neural estimator |  | Hands-on session |  | Generative Adversarial Network Application - Channel Modelling |  | Recap realistic channels ",N/A
Sparse (BM25),Q17,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",0,0,0,0.0,3.77,"Based on your interest in working in AI research after your master, I would recommend focusing on the Master's program in Data Science at TUHH. |  | The Data Science program covers a wide range of topics, including machine learning, deep learning, and data analysis, which are all essential skills for AI research.","of  what  motivates  them,  of  the  way  they  invest,  and  of  what  support  they  can  provide  to  a  company  at  what  stage  in  the |  | fundraising cycle. The course addresses the following key questions: How much money can and should be raised? When should it |  | be raised and from whom? What is a reasonable valuation of the company? How should funding, employment contracts and exit |  | decisions be structured?",N/A
Sparse (BM25),Q18,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,0,0,0,0.0,3.66,"Yes, there are several modules at TUHH that emphasize teamwork and group projects. |  | One example is the ""Design Thinking"" module, which is a required course for students in many programs, including those in the Technical University of Hamburg (TUHH). This module focuses on design thinking applied to real-world problems","Basics  of  mechanics  as  taught,  e.g.,  in  the  modules  Engineering  Mechanics  I  and  Engineering  Mechanics  II  at  TUHH  (forces  and |  | Knowledge |  | moments, stress, linear strain, free-body principle, linear-elastic constitutive laws, strain energy); basics of mathematics as taught, |  | e.g., in the modules Mathematics I and Mathematics II at TUHH |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Co",N/A
Sparse (BM25),Q19,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",0,0,0,0.0,4.08,"Based on the provided context, it appears that the module is focused on understanding the background, processes, and mechanisms of power dissipation in embedded systems, specifically at the semiconductor level. |  | Considering your physics background, you may find this module interesting as it delves into the fundamental aspects of power dissipation.","we  are  given  at  the  system level,  we  need  a  deeper  understanding  of  the  background,  processes  and mechanisms  of  power |  | dissipation  in  embedded  systems.  Where  does  the power  dissipation  come  from,  what  happens  at  the  hardware  level,  what |  | mechanisms can I use directly/indirectly, what is the tradeoﬀ between ﬂexibility and eﬃciency,.... are only a few questions, which |  | will be elaborated and discussed in this event. |  | Contents of teaching:",N/A
Sparse (BM25),Q20,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,0,1,1,0.25,3.47,"Based on the provided context, I can answer your question. |  | The module ""Environmental Engineering"" involves Python programming as one of its prerequisites for participation. |  | Additionally, there is no specific module mentioned in the context that directly involves Reinforcement Learning and virtual agents in simulated 2D- or 3D environments",Interdisciplinary considerations are essential to all subject areas. How can environmental pollution be reduced and valuable resources recovered at the | same time? How does one measure the sustainability of a product or service? Which innovative technologies assure minimum energy use in production | processes?  Which  environmental  law  constraints  favour  sustainable  development?  All  these  questions  are  relevant  in  the  Environmental  Engineering | program.,N/A
Sparse (BM25),Q21,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,0,0,0,0.0,2.3,The Advanced Machine Learning course (L2322) is taught in English.,"Lecturer Prof. Nihat Ay, Adwait Datar |  | Language EN |  | Cycle SoSe |  | Content See interlocking course |  | Literature See interlocking course |  |  | Module Manual M.Sc. ""Computer Science"" |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Num",N/A
Sparse (BM25),Q22,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,0,1,1,0.5,3.37,"The Master of Science (M.Sc.) Data Science program at TUHH is a two-year program that begins each year in October. It consists of four semesters, with two and a half semesters dedicated to lectures and lab courses, and one and a half semesters devoted to working in a research",Master of Science (M.Sc.) | Data Science |  | Cohort: Winter Term 2025 |  | Updated: 11th December 2025 |  |  |  | Table of Contents |  | Table of Contents | Program description | Core Qualification,N/A
Sparse (BM25),Q23,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,0,1,1,0.5,3.21,"The admission requirements for the Data Science master at TUHH can be found in the Module Manual, which states that there is no specific requirement mentioned. However, it does mention that a common language for the program is Master's mathematics. |  | It seems that I don't have enough information about the specific admission requirements","2.  Ice Load Determination and Ice Model Testing |  | Overview of different empirical equations for simple determination of ice loads |  | Discussion and interpretation of the different equations and results |  | Introduction to ice model tests |  | What are the requirements for ice model tests, what parameters have to be scaled |  | What can be simulated and how to use the results of such ice model tests |  | 3.  Computational Modelling of Ice-Structure Interaction Processes",N/A
Sparse (BM25),Q24,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,0,1,1,0.2,2.77,"For the Advanced Machine Learning module, the recommended literature includes ""challenges."" However, I don't have enough information about specific book titles or authors in this context.",Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |  | Typ |  | Lecture |  | Project-/problem-based Learning |  | Hrs/wk |  | 2 |  | ,N/A
Sparse (BM25),Q25,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1,1,1.0,3.61,"The main difference between the Data Science program and the Computer Science program at TUHH lies in their focus. |  | The Data Science program (M.Sc.) focuses on extracting insights from data, using mathematical and statistical methods. It covers topics such as machine learning, data visualization, and data mining. This program is",Examination duration and |  | 25 min |  | scale |  | Assignment for the |  | Computer Science: Specialisation III. Mathematics: Elective Compulsory |  | Following Curricula |  | Data Science: Specialisation I. Data Science & Mathematics: Elective Compulsory |  | Energy Systems: Core Qualification: Elective Compulsory |  | Computer Science in Engineering: Specialisation III. Mathematics: Elective Compulsory |  | Technomathematics: Specialisation I. Mathematics: Elective Compulsory,N/A
Sparse (BM25),Q26,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",0,1,1,0.333,3.44,"The Master's program in Environmental Engineering shares the Advanced Machine Learning module. This program matches your interests because it focuses on addressing environmental challenges, such as reducing pollution and recovering valuable resources, through innovative technologies like machine learning. The interdisciplinary nature of this program will allow you to apply advanced machine learning techniques to real",Interdisciplinary considerations are essential to all subject areas. How can environmental pollution be reduced and valuable resources recovered at the | same time? How does one measure the sustainability of a product or service? Which innovative technologies assure minimum energy use in production | processes?  Which  environmental  law  constraints  favour  sustainable  development?  All  these  questions  are  relevant  in  the  Environmental  Engineering | program.,N/A
Sparse (BM25),Q27,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",0,1,1,0.5,3.27,"Based on the provided context, I can tell you that the Master's program ""Chemical and Bioprocess Engineering"" at TUHH involves machine learning. This program matches your interests in environmental engineering and process engineering, as it prepares graduates for challenging engineering jobs in these fields. |  | Additionally, I don't",Interdisciplinary considerations are essential to all subject areas. How can environmental pollution be reduced and valuable resources recovered at the | same time? How does one measure the sustainability of a product or service? Which innovative technologies assure minimum energy use in production | processes?  Which  environmental  law  constraints  favour  sustainable  development?  All  these  questions  are  relevant  in  the  Environmental  Engineering | program.,N/A
Sparse (BM25),Q28,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,1,1,1.0,2.78,"I don't have enough information about that in the provided documents. The context only discusses the skills and competences gained from specific modules at TUHH, but not the Master's program ""Data Science"".","Skills After completing this module, students will have skills in: |  | Developing framework and strategies for enabling a supportive environment for fostering creativity and innovation. |  | Assess and audit the technology capabilities of a business. |  | Analyse the problems related to creativity, innovation and technology management. |  | Personal Competence |  | Social Competence Teamwork and communication skills |  | Autonomy After completing this module, students will have skills:",N/A
Sparse (BM25),Q29,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,0,0,0,0.0,3.54,"Based on your interest in combining engineering with advanced mathematics, I would recommend the Master's program in ""Global Technology and Innovation Management & Entrepreneurship"" at TUHH. |  | This program covers a wide range of topics, including IoT systems, wireless networks, and algorithmic problem-solving. You will have the opportunity","eligible for a specific product or service. |  | What you will learn and get: |  | At the end of the project seminar, you will have learned to apply your theoretical knowledge in real-life business cases. You will |  | have gained insight into working in a real company and will have had the chance to make valuable contacts in the business world. |  | In the process, you will have gained skills regarding teamwork. |  | Literature |  |  | Module Manual M.Sc. ""Global Technology and Innovation Manag",N/A
Sparse (BM25),Q30,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,0,1,1,0.5,3.85,"Yes, there are modules that are compulsory across multiple TUHH master programs. The context mentions that ""compulsory modules excepting the project work are located in the 1st and 2nd term"" which implies that some modules are shared across different specializations. |  | For example, the modules ""","Each specialization covers 42 CP in the compulsory modules, that are indispensable for the specialization, and 24 CP in the mandatory electives. They | contain also an open module and a project work with 6 CP in each case. The compulsory modules excepting the project work are located in the 1st and | 2nd term.",N/A
Dense (Vector),Q01,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,1,1,1.0,4.21,"The module ""Advanced Machine Learning"" (M1552) is part of the Master's program in Computer Science (Masters Comp Sci). It covers sophisticated topics on how cutting-edge machine learning methodologies can be applied to complex physical systems. The course delves into advanced integration of machine learning techniques with physical","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q02,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,0,1,1,0.5,2.97,The Advanced Machine Learning module (M1552) is worth 3 credit points.,"Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | appropriate machine learning algorithm. |  | Autonomy The  module  places  a  particular  emphasis  on  enabling  students  to  achieve  the  competence  level  both  in  group  work  (homework |  | assignments) as well as individually (during the exercises). |  | Workload in Hours Independent Study Time 124, Study Time in Lecture 56 |  | Credit points 6 |  | Course achievement Compulsory Bonus | 20 % |  | No |  | Form |",N/A
Dense (Vector),Q03,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,1,1,1.0,3.95,"The recommended prerequisites for Advanced Machine Learning (M1552) are: |  | 1. Mathematics I-III | 2. Numerical Mathematics 1/ Numerics | 3. Programming skills, preferably in Python. |  | These prerequisites are required to ensure that students have a solid foundation in mathematical and numerical concepts, as","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q04,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,1,1,1,1.0,2.99,Dr. Jens-Peter Zemke is responsible for the Advanced Machine Learning module (M1552) at TUHH.,Program: Masters Data Sci | Module: M2001 - Reinforcement Learning | ECTS: 3 |  | Module M2001: Reinforcement Learning |  | Courses |  | Title |  | Reinforcement Learning (L3305) |  | Reinforcement Learning (L3306) |  | Module Responsible Dr. Manfred Eppe |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | Lectures at TUHH: |  | Machine Learning I and II |  | Advanced Machine Learning |  | Programming Paradigms |  | Additional recommended knowledge and prerequisites: |,N/A
Dense (Vector),Q05,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1,1,1.0,2.97,The Advanced Machine Learning module uses an oral exam. The individual background of the students will be taken into consideration in this exam.,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q06,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,1,1,1,1.0,4.16,"The Advanced Machine Learning lecture (L2322) covers four main topics: |  | 1. Basics: analogy; layout of neural nets, universal approximation, NP-completeness | 2. Feedforward Neural Networks: backpropagation, variants of Stochastic Gradients | 3. Convolutional Neural Networks:","Program: Masters Data Sci | Module: Unknown - Unknown Module | Course: L2322 | ECTS: 3 |  | Course L2322: Advanced Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content |  | 1.  Basics: analogy; layout of neural nets, universal approximation, NP-completeness |  | 2.  Feedforward Neural Networks: backpropagation, variants of Stochastistic ",N/A
Dense (Vector),Q07,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0,0,0.0,3.07,The Advanced Machine Learning course (L2322) is offered in the Winter Semester (WiSe).,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q08,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,0,0,0,0.0,3.49,"Yes, Advanced Machine Learning (Module M1552) is a compulsory module for Data Science students as part of their core qualification. This suggests that the program values hands-on experience with machine learning techniques and provides students with a solid foundation in this area.","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q09,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",0,1,1,0.5,4.12,"The Master's program in Computer Science at TUHH includes Advanced Machine Learning as part of its curriculum, specifically as Module M1552 - Advanced Machine Learning. This module is recommended for students who have prior knowledge in Mathematics I-III, Numerical Mathematics 1/ Numerics, and programming skills,","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
